county,batch,page_type,url,external,notes,verify_status,http_status,final_url,audit_confidence,audit_reason,flag_for_review
Seminole,1,polling,https://voteseminole.gov/news/seminole-county-supervisor-of-elections-announces-polling-location-changes-new-voter-information-cards-mailed-to-45000-voters/,false,"found via ""Seminole County Supervisor of Elections "" score=36",ok,200,,confident,"[plain] county name 'Seminole' in page; seat 'Sanford' in page | polling keywords: polling place, polling location, where to vote, polling | title=""Seminole County Supervisor of Elections Announces Polling Location Cha""",
Seminole,1,early_voting,https://voteseminole.gov/how-to-vote/early-voting/,false,"found via ""Early Voting Vote early at any Seminole "" score=38",ok,200,,confident,"[plain] county name 'Seminole' in page; seat 'Sanford' in page | early_voting keywords: early voting, vote early | title=""Early Voting – voteseminole.gov""",
Seminole,1,results,https://voteseminole.gov/maps-data-and-records/election-results-archive-by-year/,false,"found via ""Election Results Archive by Year Reports"" score=22",ok,200,,confident,"[plain] county name 'Seminole' in page; seat 'Sanford' in page | results keywords: election result, results | title=""Election Results Archive by Year – voteseminole.gov""",
St. Johns,1,homepage,https://www.votesjc.gov,false,"SOE homepage via state directory — 'St. Johns County' in page; 'Supervisor of Elections' in page; seat 'St. Augustine' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, voter registration",ok,200,,confident,"[plain] county name 'St. Johns' in page; seat 'St. Augustine' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, elections office | title=""Elections Information | Vicky Oakes | St. Johns""",
St. Johns,1,elections,https://www.votesjc.gov/election-dates,false,"found via link ""Election Dates"" score=25",ok,200,,confident,"[plain] county name 'St. Johns' in page; seat 'St. Augustine' in page | elections keywords: election date, sample ballot, election | title=""Election Dates""",
St. Johns,1,polling,https://www.votesjc.gov/find-my-polling-place,false,"found via ""Find My Polling Place"" score=50",ok,200,,confident,"[plain] seat 'St. Augustine' in page | polling keywords: polling place, find my polling, polling | title=""Find Polling Place""",
St. Johns,1,early_voting,https://www.votesjc.gov/ways-to-vote,false,"corrected: discovery fell back to a 2026 news page; votesjc.gov has no dedicated early-voting URL, so early voting is covered on 'Ways to Vote'",ok,200,,confident,"[plain] seat 'St. Augustine' in page | early_voting keywords: early voting | title=""Ways to Vote""",
St. Johns,1,results,https://www.votesjc.gov/election-results,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] seat 'St. Augustine' in page | results keywords: election result, canvass, results | title=""Election Results""",
St. Lucie,1,homepage,https://www.stlucievotes.gov,false,"SOE homepage via state directory — 'St. Lucie County' in page; 'Supervisor of Elections' in page; seat 'Fort Pierce' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote-by-mail, voter registration",ok,200,,confident,"[plain] county name 'St. Lucie' in page; seat 'Fort Pierce' in page | homepage keywords: supervisor of elections, voter registration, early voting | title=""St. Lucie Supervisor of Elections, FL""",
St. Lucie,1,elections,https://www.stlucievotes.gov/election/index.php,false,"found via link ""Election Information"" score=21",ok,200,,confident,"[plain] county name 'St. Lucie' in page; seat 'Fort Pierce' in page | elections keywords: election information, election date, election | title=""St. Lucie Supervisor of Elections, FL""",
St. Lucie,1,polling,https://www.stlucievotes.gov/voter_information/find_my_precinct.php,false,"found via ""Find my Precinct"" score=18",ok,200,,confident,"[plain] county name 'St. Lucie' in page; seat 'Fort Pierce' in page | polling keywords: polling place, polling location, polling | title=""St. Lucie Supervisor of Elections, FL""",
St. Lucie,1,early_voting,https://www.stlucievotes.gov/public_records/public_notices/early_voting_election_dates.php,false,"found via ""Early Voting & Election Dates"" score=12",ok,200,,confident,"[plain] county name 'St. Lucie' in page; seat 'Fort Pierce' in page | early_voting keywords: early voting | title=""Early Voting & Election Dates""",
St. Lucie,1,results,https://www.stlucievotes.gov/enr.php,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'St. Lucie' in page; seat 'Fort Pierce' in page | results keywords: election result, canvass, results | title=""St. Lucie Supervisor of Elections, FL""",
Sumter,1,homepage,https://elections.sumtercountyfl.gov,false,"SOE homepage via state directory — 'Sumter County' in page; 'Supervisor of Elections' in page; seat 'Bushnell' in page; SOE office city 'Wildwood' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote-by-mail, voter registration",ok,200,,confident,"[plain] county name 'Sumter' in page; seat 'Bushnell' in page | homepage keywords: early voting | title=""Sumter County Elections, FL | Official Website""",
Sumter,1,elections,https://elections.sumtercountyfl.gov/163/Upcoming-Election-Information,false,"found via link ""Upcoming Election Info"" score=20",ok,200,,confident,"[plain] county name 'Sumter' in page; seat 'Bushnell' in page | elections keywords: upcoming election, election information, election | title=""Upcoming Election Information | Sumter County Elections, FL""",
Sumter,1,polling,https://elections.sumtercountyfl.gov/199/Election-Day,false,"found via ""Find Your Polling Location"" score=22",ok,200,,confident,"[plain] county name 'Sumter' in page; seat 'Bushnell' in page | polling keywords: polling location, where do i vote, polling | title=""Election Day | Sumter County Elections, FL""",
Sumter,1,early_voting,https://elections.sumtercountyfl.gov/200/Early-Voting,false,"found via ""Find an Early Voting Location"" score=27",ok,200,,confident,"[plain] county name 'Sumter' in page; seat 'Bushnell' in page | early_voting keywords: early voting | title=""Early Voting | Sumter County Elections, FL""",
Sumter,1,results,,false,"GAP: no election-results page on the SOE site — only canvassing schedules; /202/Election-Results redirects off-site to a community development district, so it is not a valid target",gap,,,gap,,
Suwannee,1,homepage,https://www.suwanneevotes.com,false,"SOE homepage via state directory — 'Suwannee County' in page; 'Supervisor of Elections' in page; seat 'Live Oak' in page; Florida/FL present; election signals: supervisor of elections, vote by mail, early voting",ok,200,,confident,"[plain] county name 'Suwannee' in page; seat 'Live Oak' in page | homepage keywords: supervisor of elections, vote by mail, early voting, elections office | title=""Suwannee County Supervisor of Elections | Jennifer Kinsey""",
Suwannee,1,elections,https://www.suwanneevotes.com/events/mail-ballot-send-deadline-for-domestic-voters-general-election/,false,"found via link ""Sep 24, 2026 Mail Ballot ‘Send’ Deadline"" score=10",ok,200,,confident,"[plain] county name 'Suwannee' in page; seat 'Live Oak' in page | elections keywords: sample ballot, election | title=""Mail Ballot ‘Send’ Deadline For Domestic Voters: General Election | Su""",
Suwannee,1,polling,https://www.suwanneevotes.com/where-to-vote-in-person/,false,"found via ""Where to Vote in Person"" score=12",ok,200,,confident,"[plain] county name 'Suwannee' in page; seat 'Live Oak' in page | polling keywords: polling place, where to vote, polling | title=""Where to Vote in Person | Suwannee County Supervisor of Elections""",
Suwannee,1,early_voting,https://www.suwanneevotes.com/vote-early/,false,"found via ""Early Voting"" score=17",ok,200,,confident,"[plain] county name 'Suwannee' in page; seat 'Live Oak' in page | early_voting keywords: early voting, vote early | title=""Early Voting | Suwannee County Supervisor of Elections""",
Suwannee,1,results,https://www.suwanneevotes.com/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Suwannee' in page; seat 'Live Oak' in page | results keywords: election result, results | title=""Election Results | Suwannee County Supervisor of Elections""",
Taylor,1,homepage,https://www.taylorelectionsfl.gov,false,"SOE homepage via state directory — 'Taylor County' in page; 'Supervisor of Elections' in page; seat 'Perry' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Taylor' in page; seat 'Perry' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Supervisor of Elections | Taylor County, Florida""",
Taylor,1,elections,https://www.taylorelectionsfl.gov/events/mail-ballot-send-deadline-for-domestic-voters-general-election/,false,"found via link ""Sep 24, 2026 Mail Ballot ‘Send’ Deadline"" score=12",ok,200,,confident,"[plain] county name 'Taylor' in page; seat 'Perry' in page | elections keywords: upcoming election, sample ballot, election | title=""Mail Ballot ‘Send’ Deadline For Domestic Voters: General Election | Ta""",
Taylor,1,polling,https://www.taylorelectionsfl.gov/where-to-vote-in-person/,false,"found via ""Where to Vote in Person"" score=12",ok,200,,confident,"[plain] county name 'Taylor' in page; seat 'Perry' in page | polling keywords: polling place, where to vote, polling | title=""Where to Vote in Person""",
Taylor,1,early_voting,https://www.taylorelectionsfl.gov/early-voting/,false,"found via ""Vote Early"" score=17",ok,200,,confident,"[plain] county name 'Taylor' in page; seat 'Perry' in page | early_voting keywords: early voting, vote early | title=""Vote Early""",
Taylor,1,results,https://www.taylorelectionsfl.gov/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Taylor' in page; seat 'Perry' in page | results keywords: election result, results | title=""Election Results | Taylor County Supervisor of Elections""",
Union,1,homepage,https://unionflvotes.com/,false,"SOE homepage via state directory — 'Union County' in page; 'Supervisor of Elections' in page; seat 'Lake Butler' in page; Florida/FL present; election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Union' in page; seat 'Lake Butler' in page | homepage keywords: supervisor of elections, vote by mail, early voting, elections office | title=""Union County Supervisor of Elections | Deborah Osborne""",
Union,1,elections,https://unionflvotes.com/elections/upcoming-elections/,false,"found via link ""Upcoming Elections"" score=45",ok,200,,confident,"[plain] county name 'Union' in page; seat 'Lake Butler' in page | elections keywords: upcoming election, sample ballot, election | title=""Upcoming Elections | Union County Supervisor of Elections""",
Union,1,polling,https://unionflvotes.com/voters/where-to-vote-in-person/,false,"found via ""Where to Vote in Person"" score=12",ok,200,,confident,"[plain] county name 'Union' in page; seat 'Lake Butler' in page | polling keywords: polling place, where to vote, polling | title=""Voting Locations | Union County Supervisor of Elections""",
Union,1,early_voting,https://unionflvotes.com/voters/vote-early/,false,"found via ""Early Voting (opens in a new tab)"" score=17",ok,200,,confident,"[plain] county name 'Union' in page; seat 'Lake Butler' in page | early_voting keywords: early voting, vote early | title=""Vote Early | Union County Supervisor of Elections""",
Union,1,results,https://unionflvotes.com/elections/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Union' in page; seat 'Lake Butler' in page | results keywords: election result, canvass, election night, results | title=""Election Results | Union County Supervisor of Elections""",
Volusia,1,homepage,https://www.volusiaelections.gov/,false,"SOE homepage via state directory — 'Volusia County' in page; 'Supervisor of Elections' in page; seat 'DeLand' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Volusia' in page; seat 'DeLand' in page | homepage keywords: supervisor of elections, vote by mail, early voting, elections office | title=""Volusia County Supervisor of Elections""",
Volusia,1,elections,https://www.volusiaelections.gov/elections/,false,"found via link ""Elections"" score=19",ok,200,,confident,"[plain] county name 'Volusia' in page; seat 'DeLand' in page | elections keywords: upcoming election, sample ballot, election | title=""Elections | Volusia County Supervisor of Elections""",
Volusia,1,polling,,false,GAP: no county-specific page found (best candidate was an unrelated third-party site),gap,,,gap,GAP: no county-specific page found (best candidate was an unrelated third-party site),
Volusia,1,early_voting,https://www.volusiaelections.gov/elections/early-voting.stml,false,"found via ""Early Voting"" score=12",ok,200,,confident,"[plain] county name 'Volusia' in page; seat 'DeLand' in page | early_voting keywords: early voting | title=""Early Voting | Volusia County Supervisor of Elections""",
Volusia,1,results,https://www.volusiaelections.gov/elections/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Volusia' in page; seat 'DeLand' in page | results keywords: election result, results | title=""Election Results | Volusia County Supervisor of Elections""",
Wakulla,1,homepage,https://wakullavotes.gov/,false,"SOE homepage via state directory — 'Wakulla County' in page; 'Supervisor of Elections' in page; seat 'Crawfordville' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Wakulla' in page; seat 'Crawfordville' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Wakulla County Supervisor of Elections""",
Wakulla,1,elections,https://wakullavotes.gov/current-upcoming-elections/,false,"found via link ""Current/Upcoming Elections"" score=35",ok,200,,confident,"[plain] county name 'Wakulla' in page; seat 'Crawfordville' in page | elections keywords: upcoming election, election | title=""Current/Upcoming Elections – Wakulla County Supervisor of Elections""",
Wakulla,1,polling,https://wakullavotes.gov/polling-sites/,false,"found via ""Polling Sites"" score=21",ok,200,,confident,"[plain] county name 'Wakulla' in page; seat 'Crawfordville' in page | polling keywords: polling site, polling | title=""Polling Sites – Wakulla County Supervisor of Elections""",
Wakulla,1,early_voting,,false,GAP: no standing early-voting page — discovery had substituted the 2026 candidate list; sitemap has no early-voting URL,gap,,,gap,,
Wakulla,1,results,https://wakullavotes.gov/past-election-results/,false,"found via ""Past Election Results"" score=18",ok,200,,confident,"[plain] county name 'Wakulla' in page; seat 'Crawfordville' in page | results keywords: election result, results | title=""Past Election Results – Wakulla County Supervisor of Elections""",
Walton,1,homepage,https://votewalton.gov/,false,"SOE homepage via state directory — 'Walton County' in page; 'Supervisor of Elections' in page; seat 'DeFuniak Springs' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, voter registration",ok,200,,confident,"[plain] county name 'Walton' in page; seat 'DeFuniak Springs' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Walton County Supervisor of Election""",
Walton,1,elections,https://votewalton.gov/current-elections/,false,"found via link ""Elections"" score=19",ok,200,,confident,"[plain] county name 'Walton' in page; seat 'DeFuniak Springs' in page | elections keywords: election information, sample ballot, election | title=""Elections – Walton County Supervisor of Election""",
Walton,1,polling,https://votewalton.gov/where-do-i-vote/,false,"found via ""Where to Vote"" score=18",ok,200,,confident,"[plain] county name 'Walton' in page; seat 'DeFuniak Springs' in page | polling keywords: polling place, where do i vote, where to vote, polling | title=""Where Do I Vote? – Walton County Supervisor of Election""",
Walton,1,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Walton,1,results,https://votewalton.gov/results-and-turnout/,false,"found via ""Election Results & Voter Turnout Statist"" score=22",ok,200,,confident,"[plain] county name 'Walton' in page; seat 'DeFuniak Springs' in page | results keywords: election result, canvass, election night, results | title=""Results & Turnout – Walton County Supervisor of Election""",
Washington,1,homepage,https://wcsoe.gov/,false,"SOE homepage via state directory — 'Washington County' in page; 'Supervisor of Elections' in page; seat 'Chipley' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Washington' in page; seat 'Chipley' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Washington County (FL) Supervisor of Elections""",
Washington,1,elections,https://wcsoe.gov/election-information/dates-and-deadline/,false,"found via link ""Upcoming Elections"" score=46",ok,200,,confident,"[plain] county name 'Washington' in page; seat 'Chipley' in page | elections keywords: upcoming election, election information, sample ballot, election | title=""Dates and Deadline – Washington County (FL) Supervisor of Elections""",
Washington,1,polling,https://wcsoe.gov/polling-sites/,false,"found via ""Precinct Numbers and Polling Locations"" score=33",ok,200,,confident,"[plain] county name 'Washington' in page; seat 'Chipley' in page | polling keywords: polling location, polling | title=""Precinct Numbers and Polling Locations – Washington County (FL) Superv""",
Washington,1,early_voting,https://wcsoe.gov/early-voting/,false,"found via ""Early Voting"" score=12",ok,200,,confident,"[plain] county name 'Washington' in page; seat 'Chipley' in page | early_voting keywords: early voting, vote early | title=""Early Voting – Washington County (FL) Supervisor of Elections""",
Washington,1,results,https://wcsoe.gov/past-election-results/,false,"found via ""Past Election Results"" score=18",ok,200,,confident,"[plain] county name 'Washington' in page; seat 'Chipley' in page | results keywords: election result, canvass, results | title=""Past Election Results – Washington County (FL) Supervisor of Elections""",
